,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
17264,France,"Ripe wine, pushing its toast, pear and apricot flavors. Smooth, with an English walnut taste, and green herb acidity. Ready to drink now.",,87,22.0,Burgundy,Mâcon-Villages,Louis Jadot 2015  Mâcon-Villages,Chardonnay,Louis Jadot,2015,0,0,1,0,0,0,0,0
17391,France,"This is a soft, flavorful wine full of creamy yellow fruit. Hints of wood aging and a delicate mineral texture add depth to the palate, but this wine will age quickly, so drink now–2024.",Fourchaume Premier Cru,86,28.0,Burgundy,Chablis,Domaine L. Chatelain 2018 Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine L. Chatelain,2018,0,0,1,0,0,0,0,0
17417,France,"On the bright and crisp side, this is a lively, fresh wine, mingling green fruits with toast and a more opulent richness.",Climat la Côte Rôtie,87,45.0,Burgundy,Saint-Véran,Bret Brothers 2014 Climat la Côte Rôtie  (Saint-Véran),Chardonnay,Bret Brothers,2014,0,0,1,0,0,0,0,0
17557,France,"A stunning white with superb balance and layer upon layer of aromas and flavors. An expressive white-flower note accents the solid backbone of ripe red apple and firm nectarine fruit. The medium-weight palate is slightly creamy but not overdone, with hints of toast, sweet spice and almond-flavored nuttiness that unfold on the finish.",Odyssée,90,30.0,Languedoc-Roussillon,Limoux,Château Rives-Blanques 2016 Odyssée Chardonnay (Limoux),Chardonnay,Château Rives-Blanques,2016,0,0,0,0,0,1,0,0
17641,France,"Bright and fruity with touches of wood, this is a complex wine with good acidity, a crisp texture and a strong mineral strain. It is rich and will age well. Drink from 2021.",Hors Classe Les Ménétrières,92,45.0,Burgundy,Pouilly-Fuissé,Domaine Ferret 2020 Hors Classe Les Ménétrières  (Pouilly-Fuissé),Chardonnay,Domaine Ferret,2020,0,0,1,0,0,0,0,0
17909,France,"Tight, crisp and fruity, this is a refreshing and bright wine. Lively acidity cuts right through the lightly mineral texture. Full of fruit, fresh and lively, this should be drunk now.",Domaine Lenoir,86,18.0,Burgundy,Mâcon-Villages,Jean-Claude Debeaune 2019 Domaine Lenoir  (Mâcon-Villages),Chardonnay,Jean-Claude Debeaune,2019,0,0,1,0,0,0,0,0
17965,France,"Rich, deliciously fruity and ripe, this combines warmth with a more mineral undertow that cuts through the palate, creating a wine that is refreshing and mouth-filling. It would be worth aging for two years or more.",Domaine Long-Depaquit,87,24.0,Burgundy,Chablis,Albert Bichot 2016 Domaine Long-Depaquit  (Chablis),Chardonnay,Albert Bichot,2016,0,0,1,0,0,0,0,0
17978,France,"Exhibiting the roundness of the vintage, this is rich and soft. With notes of almond, yeast and yellow fruit, this is already maturing into a bold, open wine. Ready to drink.",En Vesvau,87,36.0,Burgundy,Saint-Aubin,Château Philippe-le-Hardi 2015 En Vesvau  (Saint-Aubin),Chardonnay,Château Philippe-le-Hardi,2015,0,0,1,0,0,0,0,0
17979,France,"Soft, full and very rounded, this has yellow fruit flavors that are ripe and open, with its acidity emerging slowly. The finish is more focused and fresh.",,87,31.0,Burgundy,Mercurey,Château Philippe-le-Hardi 2016  Mercurey,Chardonnay,Château Philippe-le-Hardi,2016,0,0,1,0,0,0,0,0
17983,France,"Oaky aromas of baked apple and toasted wood are upfront on the nose of this wine, but are grounded by ample ripe peach, apple flesh and orange. The medium-weight palate is lushly textured and slightly round in feel, though ample acidity helps to keep the flavors fresh and vibrant through the spicy finish.",,88,18.0,Languedoc-Roussillon,Pays d'Oc,La Forge Estate 2021 Chardonnay (Pays d'Oc),Chardonnay,La Forge Estate,2021,0,0,0,0,0,1,0,0
18341,France,"This ripe, wood-aged wine is generous and smooth. Spice and toastiness are balanced by the apricot and citrus fruits. One gives richness, the other crispness. It is a wine with a future. Drink from 2024.",Les Reversées Premier Cru,90,34.0,Burgundy,Beaune,Jean-Luc and Paul Aegerter 2021 Les Reversées Premier Cru  (Beaune),Chardonnay,Jean-Luc and Paul Aegerter,2021,0,0,1,0,0,0,0,0
18342,France,"This crisp wine is packed with delicious fruit and balanced acidity. It shows some of the richness of the vintage, but goes more in a tangy, mineral direction. With lively acidity, it is refreshing and ready to drink.",,90,24.0,Burgundy,Pouilly-Vinzelles,Joseph Drouhin 2021  Pouilly-Vinzelles,Chardonnay,Joseph Drouhin,2021,0,0,1,0,0,0,0,0
18347,France,"With its spice and wood flavors, this wine is rich and deliciously concentrated. It has a bold yellow fruit and spice character that is warm and rounded. The wine is ready to drink.",Le Bourg,90,27.0,Burgundy,Pouilly-Loché,Marcel Couturier 2021 Le Bourg  (Pouilly-Loché),Chardonnay,Marcel Couturier,2021,0,0,1,0,0,0,0,0
18356,France,"A rounded, ripe wine, this is packed with yellow fruits and touched with melon softness. It has toast as well as a mineral texture that give strong backing to the ripe fruitiness. This is likely to develop quickly, drink from 2023.",Passetemps Premier Cru,90,32.0,Burgundy,Santenay,Jaffelin 2021 Passetemps Premier Cru  (Santenay),Chardonnay,Jaffelin,2021,0,0,1,0,0,0,0,0
18362,France,"This wine is full of acidity, with a crisp edge that's a delicious part of the riper fruit. The wood-aging spiciness is well judged to give a balanced wine that is generous and ready to drink.",Vers Cras,90,33.0,Burgundy,Pouilly-Fuissé,Château de Beauregard 2021 Vers Cras  (Pouilly-Fuissé),Chardonnay,Château de Beauregard,2021,0,0,1,0,0,0,0,0
18364,France,"Rich and structured, this firm wine has concentration from dense white and yellow fruits plus richness from the wood aging. This intense wine is still developing, so drink from 2022.",,90,42.0,Burgundy,Chassagne-Montrachet,Château de Santenay 2021  Chassagne-Montrachet,Chardonnay,Château de Santenay,2021,0,0,1,0,0,0,0,0
18366,France,"The lightest touch of wood gives this wine a full, rich character. Weight and density are balanced by the intense acidity. Melon, apricots and citrus are all blended in this ripe wine. Drink from 2022.",,90,42.0,Burgundy,Meursault,Château de Santenay 2021  Meursault,Chardonnay,Château de Santenay,2021,0,0,1,0,0,0,0,0
18558,France,"The wine is light but it also has very fine fruitiness and great balanced acidity. With a creamy texture and touches of yellow fruit as well as citrus, the wine is refreshingly fruity with great final acidity in a ripe rounded context. Drink now.",,87,15.0,Southwest France,Côtes de Gascogne,Domaine du Tariquet 2022 Chardonnay (Côtes de Gascogne),Chardonnay,Domaine du Tariquet,2022,0,0,0,0,0,0,0,1
18637,France,"A very buttery wine, it is soft, smooth and creamy in texture. Contrasting citrus flavors add a crisp touch. The acidity winds through the ripe fruit to give a bright edge.",,89,140.0,Burgundy,Saint-Véran,Domaine Sophie Cinier 2018  Saint-Véran,Chardonnay,Domaine Sophie Cinier,2018,0,0,1,0,0,0,0,0
18649,France,"A structured, cool wine that is poised and elegant, it has a lightly creamy texture cut by apple and pear flavors. Definitely mineral, it is textured with fruit skins and flavored with the oak aging. It needs to be aged, so don't drink before 2020.",Réserve Personelle,89,44.0,Burgundy,Pernand-Vergelesses,Jean-Luc and Paul Aegerter 2018 Réserve Personelle  (Pernand-Vergelesses),Chardonnay,Jean-Luc and Paul Aegerter,2018,0,0,1,0,0,0,0,0
18652,France,This attractive village wine has ripe fruits as well as a more steely texture. Wood flavors give smoothness that rounds out the wine and enhances the yellow fruit flavors. Drink now.,,89,60.0,Burgundy,Puligny-Montrachet,Louis Latour 2017  Puligny-Montrachet,Chardonnay,Louis Latour,2017,0,0,1,0,0,0,0,0
18657,France,"Bright and fruity, it's full of fresh acidity and has a strongly mineral texture. Green fruits, apples and pears partner with a strong citrus element. Wait until 2019.",La Roche,89,39.0,Burgundy,Pouilly-Fuissé,Bret Brothers 2018 La Roche  (Pouilly-Fuissé),Chardonnay,Bret Brothers,2018,0,0,1,0,0,0,0,0
18659,France,"Structured, mineral and tense, this is a classic Pouilly Fuissé. It has lemon and crisp sliced white fruits, very linear in character with a bright, tight texture. The wine is young and could age until 2020.",,86,23.0,Burgundy,Pouilly-Fuissé,Jaffelin 2019  Pouilly-Fuissé,Chardonnay,Jaffelin,2019,0,0,1,0,0,0,0,0
18666,France,"Jadot's take on Burgundy Chardonnay is fruity and creamy. Juicy, intense acidity comes from the crisp apple and white peach fruits. A touch of wood aging softens the fruit and broadens the character of the wine. Drink now.",,86,18.0,Burgundy,Bourgogne,Louis Jadot 2019  Bourgogne,Chardonnay,Louis Jadot,2019,0,0,1,0,0,0,0,0
18734,France,This example shows a bit more character than many Pays d'Oc Chardonnays. Pretty scents of lemon and honeysuckle lead to a palate with above-average concentration and lovely lemon meringue pie flavors. Tangy acidity renders this a good choice for salmon.,South of France,84,26.0,Languedoc-Roussillon,Vin de Pays d'Oc,Robert Skalli 2011 South of France Chardonnay (Vin de Pays d'Oc),Chardonnay,Robert Skalli,2011,0,0,0,0,0,1,0,0
18781,France,"Light and crisp, this wine has citrus and green-plum flavors. It is still developing, with plenty of acidity as well a perfumed character. Drink this attractive wine from 2022.",Petit Vallons,85,12.0,Burgundy,Mâcon-Villages,Jean-Luc and Paul Aegerter 2022 Petit Vallons  (Mâcon-Villages),Chardonnay,Jean-Luc and Paul Aegerter,2022,0,0,1,0,0,0,0,0
18789,France,This wine is very soft and only lightly fruity. Some spice and touches of acidity give a crisp edge to the otherwise dull wine.,Collection,84,19.0,Burgundy,Mercurey,L. Tramier & Fils 2021 Collection  (Mercurey),Chardonnay,L. Tramier & Fils,2021,0,0,1,0,0,0,0,0
18794,France,"This rounded, creamy wine is attractive, with rich apricots and balanced zesty acidity. It is ready to drink.",,84,11.0,Burgundy,Mâcon-Villages,Domaine des Verchères 2022  Mâcon-Villages,Chardonnay,Domaine des Verchères,2022,0,0,1,0,0,0,0,0
18795,France,"Mealy apple and orange custard aromas set the stage for this ripe, fleshy white. There's a roundness to the mouthfeel, as those notes continue through to the palate, though the finish offers a pithy citrus astringency that helps to enliven the experience.",,84,10.0,Languedoc-Roussillon,Pays d'Oc,Domaine Saint-Nabor 2022 Chardonnay (Pays d'Oc),Chardonnay,Domaine Saint-Nabor,2022,0,0,0,0,0,1,0,0
18907,France,"Named after the church which is next to the Brocard winery, this crisp fruity wine is lively with acidity, lemon and apple fruits and a light tangy texture. The wine becomes more ripe as it opens up showing peach and apricot flavors at the end. Drink now.",Sainte-Claire,87,19.0,Burgundy,Chablis,Jean-Marc Brocard 2021 Sainte-Claire  (Chablis),Chardonnay,Jean-Marc Brocard,2021,0,0,1,0,0,0,0,0
18918,France,"The wine is soft and creamy. Made from fruit grown in the Mâcon region, it is ripe and with a good balance between citrus and melon flavors. The acidity and the attractive fruitiness have produced a wine that is ready to drink.",,87,18.0,Burgundy,Bourgogne,Domaine de la Denante 2021  Bourgogne,Chardonnay,Domaine de la Denante,2021,0,0,1,0,0,0,0,0
18920,France,"This is a fresh, fruity and apple-crisp wine that is light, buoyant with acidity and shot with citrus. It is lightly mineral, textured and with attractive crispness at the end. The Devillard family bottles this wine on behalf the estate's owners. Drink now.",Domaine de la Garenne,87,21.0,Burgundy,Mâcon-Azé,Domaines Devillard 2020 Domaine de la Garenne  (Mâcon-Azé),Chardonnay,Domaines Devillard,2020,0,0,1,0,0,0,0,0
19081,France,"A deliciously rich wine, this is full of ripe fruit and rich wood and spice flavors. It is generous, layering peach and pear fruitiness cut with acidity. A tangy edge gives the wine an attractive bite. Drink now.",Domaine de la Garenne,86,18.0,Burgundy,Mâcon-Azé,Domaines Devillard 2021 Domaine de la Garenne  (Mâcon-Azé),Chardonnay,Domaines Devillard,2021,0,0,1,0,0,0,0,0
19085,France,"This wine is crisp and refreshingly fruity. A lively texture gives brightness, and a light touch of acidity finishes the wine on a citrus note. Drink now.",,85,12.0,Burgundy,Mâcon-Villages,Joseph Drouhin 2022  Mâcon-Villages,Chardonnay,Joseph Drouhin,2022,0,0,1,0,0,0,0,0
19086,France,"Spiced-apple aromas lead to a soft, perfumed wine that has a crisp, fruity edge. The apple and green-plum flavors give attractive acidity. Drink now.",La Cour des Bois,85,18.0,Burgundy,Saint-Véran,Marcel Couturier 2021 La Cour des Bois  (Saint-Véran),Chardonnay,Marcel Couturier,2021,0,0,1,0,0,0,0,0
19176,France,"One in a range of wines under the Xavier Flouret brand, this wine is made by Domaine Hamelin in Chablis. It is deliciously refreshing, with just the right edge of crispness to give it a lift. At the same time, its ripe, creamy texture blends with spiced-apple fruitiness. Drink the wine now.",Marly,87,19.0,Burgundy,Chablis,Xavier Flouret 2021 Marly  (Chablis),Chardonnay,Xavier Flouret,2021,0,0,1,0,0,0,0,0
19178,France,"This soft, ripe wine has good apricot and peach flavors alongside the crisper citrus acidity. It is spicy, fruity and ready to drink.",Vignes Blances,87,28.0,Burgundy,Pouilly-Fuissé,Château de Beauregard 2021 Vignes Blances  (Pouilly-Fuissé),Chardonnay,Château de Beauregard,2021,0,0,1,0,0,0,0,0
19179,France,"Beaujolais Blanc is effectively Burgundy-type Chardonnay but from the southern neighbor Beaujolais region. This wine, with its ripe and creamy texture, has the same rich character as a Mâcon wine. It is smooth and soft from a warm vintage for white wines. Drink this wine now.",Les Vignes de la Roche,87,19.0,Beaujolais,Beaujolais Blanc,Château de Lavernette 2021 Les Vignes de la Roche  (Beaujolais Blanc),Chardonnay,Château de Lavernette,2021,0,1,0,0,0,0,0,0
19184,France,"This fruity wine is full of bright acidity. Crisp and clean, it shows yellow fruits and a shot of citrus. The aftertaste is lively and bright. Drink now.",Clos de la Bressande,87,17.0,Burgundy,Mâcon-Villages,Domaine Sangouard-Guyot 2022 Clos de la Bressande  (Mâcon-Villages),Chardonnay,Domaine Sangouard-Guyot,2022,0,0,1,0,0,0,0,0
19185,France,"Bright and fruity, this delicious wine is crisp, clean and refreshing. With yellow fruits followed by zesty acidity, it's both open and textured. Drink now.",,87,16.0,Burgundy,Mâcon-Villages,Domaine Touzot 2022  Mâcon-Villages,Chardonnay,Domaine Touzot,2022,0,0,1,0,0,0,0,0
19186,France,"From vines in the vineyards behind the Côtes de Nuits, this wine is warm, smooth and ripe. It offers yellow fruits as well as rich apple and enough acidity to give a crisp edge. It's attractive and will be ready to drink from 2022.",Domaine des Perdrix,87,24.0,Burgundy,Bourgogne Hautes Côtes de Nuits,Domaines Devillard 2021 Domaine des Perdrix  (Bourgogne Hautes Côtes de Nuits),Chardonnay,Domaines Devillard,2021,0,0,1,0,0,0,0,0
19196,France,"A touch of wood aging gives this wine richness, aided by the ripe fruit of the vintage. The wine is full with citrus, crisp apple and ripe pear. With its nervy texture and acidity, it needs to age a bit more. Drink from 2022.",Buissonnier,87,18.0,Burgundy,Bourgogne,Vignerons de Buxy 2021 Buissonnier  (Bourgogne),Chardonnay,Vignerons de Buxy,2021,0,0,1,0,0,0,0,0
19390,France,"The grandest of all white Burgundy vineyards, Montrachet has produced a powerful, great wine, with impressive ripe, dense fruit. There is still elegance, a sense of proportion, but the opulence of the Chardonnay here is impossible to resist.",,95,328.0,Burgundy,Montrachet,Louis Latour 2015  Montrachet,Chardonnay,Louis Latour,2015,0,0,1,0,0,0,0,0
